carat,cut,color,clarity,depth,table,price,x,y,z
0.71,Ideal,D,VS1,61.3,56,3406,5.75,5.77,3.53
1.13,Ideal,D,VS1,61.2,57,11477,6.7,6.72,4.1
0.34,Ideal,D,VS1,62.6,56,961,4.52,4.49,2.82
0.38,Ideal,D,VS1,62.5,56,1140,4.67,4.64,2.91
0.4,Ideal,D,VS1,60.6,56,1003,4.78,4.82,2.91
0.37,Ideal,D,VS1,61.8,56,872,4.61,4.64,2.86
0.3,Ideal,D,VS1,61.1,57,885,4.34,4.37,2.66
0.41,Ideal,D,VS1,61.9,56,1427,4.76,4.8,2.96
0.44,Ideal,D,VS1,61.1,56,1235,4.91,4.95,3.01
0.39,Ideal,D,VS1,61.8,54,988,4.69,4.73,2.91
0.7,Ideal,E,VS1,62.1,56,3472,5.7,5.66,3.53
0.4,Ideal,E,VS1,62.3,56,1053,4.71,4.73,2.94
0.63,Ideal,E,VS1,61.5,56,2526,5.53,5.5,3.39
0.31,Ideal,E,VS1,61.6,57,942,4.35,4.32,2.67
0.58,Ideal,E,VS1,62.6,56,1893,5.33,5.27,3.32
1.22,Ideal,E,VS1,62.4,54,10622,6.77,6.88,4.26
0.33,Ideal,E,VS1,60.6,57,686,4.49,4.52,2.73
0.34,Ideal,E,VS1,62,56,1033,4.52,4.48,2.79
0.56,Ideal,E,VS1,61.8,55,2010,5.28,5.33,3.28
0.31,Ideal,E,VS1,61.9,54.4,685,4.33,4.37,2.69
0.4,Ideal,E,VS1,61.2,57,1125,4.77,4.74,2.91
0.27,Ideal,E,VS1,61.6,56,470,4.14,4.17,2.56
0.41,Ideal,E,VS1,61.8,57,1153,4.79,4.76,2.95
0.34,Ideal,E,VS1,61.8,56,1033,4.51,4.47,2.78
0.41,Ideal,E,VS1,62,54,1153,4.79,4.76,2.96
0.7,Ideal,E,VS1,62.7,57,3016,5.65,5.7,3.56
0.3,Ideal,E,VS1,61.1,58,673,4.3,4.34,2.64
0.38,Ideal,E,VS1,62.2,54,1211,4.65,4.63,2.89
0.55,Ideal,E,VS1,62,56,2107,5.27,5.24,3.26
1.01,Ideal,E,VS1,62.7,55,7665,6.45,6.4,4.03
0.58,Ideal,E,VS1,62.2,55,2041,5.38,5.42,3.36
0.36,Ideal,E,VS1,61.8,56,1094,4.6,4.56,2.83
0.35,Ideal,E,VS1,61.9,56,1063,4.53,4.51,2.8
0.5,Ideal,E,VS1,62.2,57,1603,5.1,5.13,3.18
0.34,Ideal,E,VS1,62.2,55,805,4.49,4.52,2.8
0.36,Ideal,E,VS1,61.8,56,817,4.55,4.58,2.82
0.41,Ideal,E,VS1,61.6,54,1004,4.77,4.8,2.95
0.72,Ideal,E,VS1,61.1,57,3947,5.78,5.81,3.54
0.31,Ideal,E,VS1,61.7,56,942,4.41,4.37,2.71
0.33,Ideal,E,VS1,62.7,57,781,4.38,4.45,2.77
0.25,Ideal,F,VS1,62.1,57,595,4.01,4.04,2.5
0.38,Ideal,F,VS1,62,54,865,4.65,4.68,2.89
1.28,Ideal,F,VS1,61.5,55,12061,6.98,7.01,4.3
0.4,Ideal,F,VS1,62,56,890,4.73,4.75,2.94
0.38,Ideal,F,VS1,60.4,56,915,4.7,4.74,2.85
1.24,Ideal,F,VS1,60.9,54,10138,6.98,6.95,4.24
1,Ideal,F,VS1,61.9,57,7526,6.41,6.39,3.96
0.54,Ideal,F,VS1,60.7,59,1849,5.27,5.3,3.21
0.56,Ideal,F,VS1,61.7,54,2016,5.32,5.28,3.27
0.31,Ideal,F,VS1,61.6,56,695,4.33,4.36,2.68
0.55,Ideal,F,VS1,60.3,57,1682,5.32,5.37,3.23
0.51,Ideal,F,VS1,60.2,56,1765,5.22,5.24,3.15
0.31,Ideal,F,VS1,60.7,56,695,4.37,4.39,2.66
0.72,Ideal,F,VS1,62,56,2879,5.76,5.73,3.56
0.73,Ideal,F,VS1,61.2,56,2835,5.89,5.81,3.58
0.36,Ideal,F,VS1,60.1,57,1013,4.67,4.62,2.79
0.41,Ideal,F,VS1,61.8,56,1076,4.79,4.75,2.95
0.7,Ideal,F,VS1,61.5,55,3319,5.73,5.75,3.53
0.32,Ideal,F,VS1,62,54,876,4.44,4.43,2.75
0.51,Ideal,F,VS1,61.7,54,1744,5.14,5.17,3.18
0.53,Ideal,F,VS1,60.7,55,1697,5.32,5.25,3.21
0.51,Ideal,F,VS1,61.8,55,1751,5.13,5.16,3.18
0.34,Ideal,F,VS1,62.1,57,745,4.49,4.53,2.8
0.5,Ideal,F,VS1,61,56,1731,5.14,5.15,3.14
1.01,Ideal,F,VS1,62,57,7465,6.39,6.45,3.98
0.72,Ideal,F,VS1,61.7,56,3759,5.75,5.78,3.56
0.52,Ideal,F,VS1,61.2,57,1778,5.16,5.2,3.17
1.51,Ideal,F,VS1,62.5,57,15378,7.33,7.3,4.57
0.37,Ideal,F,VS1,61,55,703,4.66,4.69,2.85
0.31,Ideal,F,VS1,61.2,56,821,4.4,4.42,2.7
0.34,Ideal,F,VS1,62.1,57,956,4.53,4.49,2.8
0.58,Ideal,G,VS1,61.8,55,1911,5.35,5.39,3.32
1.02,Ideal,G,VS1,61.6,55,7129,6.53,6.46,4
0.64,Ideal,G,VS1,62.3,54,2155,5.54,5.56,3.46
1.04,Ideal,G,VS1,61.5,57,7457,6.5,6.54,4.01
0.41,Ideal,G,VS1,61.7,57,961,4.81,4.78,2.96
1.12,Ideal,G,VS1,62.3,57,6918,6.59,6.64,4.12
1.51,Ideal,G,VS1,61.1,57,14674,7.41,7.38,4.52
0.36,Ideal,G,VS1,61.6,56,932,4.59,4.56,2.82
1.52,Ideal,G,VS1,59.7,57,13777,7.48,7.5,4.47
1.63,Ideal,G,VS1,61.7,55,15840,7.6,7.56,4.68
0.33,Ideal,G,VS1,61.8,56,854,4.45,4.42,2.74
1.23,Ideal,G,VS1,62,56,9030,6.92,6.86,4.27
1.35,Ideal,G,VS1,62.7,57,10656,7.02,7.07,4.42
1.01,Ideal,G,VS1,62.7,56,6951,6.4,6.35,4
0.24,Ideal,G,VS1,61.8,54,490,4.01,4.02,2.48
0.31,Ideal,G,VS1,61.3,55,645,4.39,4.42,2.7
0.56,Ideal,G,VS1,60.7,57,1682,5.27,5.34,3.22
1.26,Ideal,G,VS1,61.6,56,9078,6.96,7.03,4.31
1.52,Ideal,G,VS1,61.8,56,14482,7.4,7.45,4.59
1.11,Ideal,G,VS1,62.8,55,8129,6.6,6.65,4.16
0.54,Ideal,G,VS1,61.8,54,1847,5.24,5.22,3.23
0.6,Ideal,G,VS1,62.2,55,2061,5.41,5.45,3.38
1.01,Ideal,G,VS1,62,57,6504,6.44,6.36,3.97
0.32,Ideal,G,VS1,61.3,57,828,4.4,4.37,2.69
0.53,Ideal,G,VS1,62.2,55,1692,5.18,5.21,3.23
1.21,Ideal,G,VS1,61.1,58,8699,6.9,6.87,4.21
0.9,Ideal,G,VS1,62.1,56,5540,6.15,6.19,3.83
0.7,Ideal,G,VS1,62.7,57,2437,5.66,5.7,3.56
0.41,Ideal,G,VS1,61.2,57,870,4.77,4.8,2.93
0.23,Ideal,G,VS1,61.9,54,404,3.93,3.95,2.44
0.53,Ideal,G,VS1,61.5,57,1615,5.26,5.21,3.22
1.31,Ideal,G,VS1,61.6,57,12008,6.99,7.04,4.32
1.33,Ideal,G,VS1,62,55,10539,7.12,7.07,4.4
1.27,Ideal,G,VS1,61.2,57,11206,6.97,6.98,4.27
1.11,Ideal,G,VS1,61.4,57,8112,6.68,6.65,4.09
1.3,Ideal,G,VS1,62,55,10038,6.98,7.02,4.34
0.41,Ideal,G,VS1,61.6,57,961,4.77,4.74,2.93
0.57,Ideal,G,VS1,62.1,56,1868,5.31,5.34,3.3
0.42,Ideal,G,VS1,62.7,54,984,4.83,4.8,3.02
0.51,Ideal,G,VS1,61.9,56,1668,5.11,5.14,3.17
0.25,Ideal,G,VS1,62.3,54,438,4.05,4.11,2.54
0.7,Ideal,G,VS1,61.1,56,3017,5.72,5.74,3.5
0.51,Ideal,G,VS1,62.2,55,1599,5.13,5.16,3.2
1.17,Ideal,G,VS1,59.4,57,7155,6.93,6.87,4.1
1.26,Ideal,G,VS1,61.2,57,9032,7.03,6.95,4.28
0.32,Ideal,G,VS1,62.3,56,645,4.37,4.39,2.73
1.12,Ideal,G,VS1,61,56,7495,6.72,6.76,4.11
0.33,Ideal,G,VS1,62.1,54,854,4.47,4.42,2.76
0.93,Ideal,H,VS1,61.8,55,5375,6.28,6.26,3.88
1.04,Ideal,H,VS1,62.2,56.6,6255,6.43,6.49,4.02
1.04,Ideal,H,VS1,62.7,55,5577,6.43,6.49,4.05
1.59,Ideal,H,VS1,61.8,57,12047,7.42,7.49,4.61
0.32,Ideal,H,VS1,61.3,55,561,4.41,4.43,2.71
0.31,Ideal,H,VS1,62.6,55,544,4.34,4.38,2.73
1.24,Ideal,H,VS1,62.1,56,8299,6.85,6.88,4.26
0.43,Ideal,H,VS1,62.3,57,868,4.81,4.84,3
1.7,Ideal,H,VS1,62.4,55,13949,7.69,7.61,4.77
1.53,Ideal,H,VS1,61.3,57,12459,7.38,7.41,4.53
0.54,Ideal,H,VS1,61.9,56,1637,5.24,5.2,3.23
1.41,Ideal,H,VS1,60.7,56,9752,7.31,7.22,1.41
0.32,Ideal,H,VS1,62.8,55,720,4.41,4.35,2.75
0.42,Ideal,H,VS1,61.4,56,1087,4.85,4.82,2.97
0.53,Ideal,H,VS1,61.7,56,1678,5.21,5.23,3.22
0.32,Ideal,H,VS1,62.1,55,672,4.4,4.39,2.73
1.31,Ideal,H,VS1,61.5,55,8429,7.02,7.05,4.33
0.73,Ideal,H,VS1,61.9,55,2919,5.79,5.76,3.58
0.25,Ideal,H,VS1,61.7,57,431,4.04,4.07,2.5
0.9,Ideal,H,VS1,61.2,57,4064,6.28,6.24,3.83
0.5,Ideal,H,VS1,61.9,53,1370,5.11,5.16,3.18
0.9,Ideal,H,VS1,61.8,55,4964,6.21,6.14,3.82
0.62,Ideal,H,VS1,61.8,54,1828,5.5,5.53,3.41
0.84,Ideal,I,VS1,62.3,59,3283,5.99,6.04,3.75
0.71,Ideal,I,VS1,61.5,60,2432,5.7,5.74,3.52
0.38,Ideal,I,VS1,61.9,54.7,703,4.63,4.68,2.88
2.01,Ideal,I,VS1,61.4,59,17227,8.06,8.13,4.97
0.3,Ideal,I,VS1,61.5,58,454,4.28,4.31,2.64
0.31,Ideal,I,VS1,62.8,57,628,4.32,4.28,2.7
0.75,Ideal,I,VS1,61.1,59,2659,5.85,5.87,3.58
1.31,Ideal,I,VS1,62.1,56,6617,7.01,7.04,4.36
1.66,Ideal,I,VS1,61,55,10691,7.67,7.64,4.67
0.29,Ideal,I,VS1,61.7,56,444,4.22,4.27,2.62
0.8,Ideal,I,VS1,62.2,58,2906,5.92,5.95,3.69
1.09,Ideal,I,VS1,61.4,56,6225,6.61,6.66,4.07
0.79,Ideal,I,VS1,61.8,59,2800,5.92,5.95,3.67
0.41,Ideal,I,VS1,61.8,53,753,4.81,4.84,2.98
0.27,Ideal,I,VS1,61.3,57,432,4.16,4.19,2.56
0.55,Ideal,I,VS1,62.2,55,1238,5.26,5.29,3.28
0.73,Ideal,I,VS1,61.6,55,2596,5.77,5.79,3.56
0.3,Ideal,I,VS1,62,58,491,4.28,4.3,2.66
0.41,Ideal,I,VS1,61.9,55,878,4.82,4.78,2.97
1.53,Ideal,I,VS1,60.2,60,10171,7.51,7.48,4.51
0.41,Ideal,J,VS1,62.7,57,647,4.72,4.75,2.97
1.18,Ideal,J,VS1,61.7,56,5182,6.79,6.82,4.2
1.54,Ideal,J,VS1,62,53,8207,7.41,7.49,4.62
0.35,Ideal,J,VS1,61.5,56,478,4.56,4.58,2.81
0.72,Ideal,J,VS1,62.3,55,1832,5.77,5.69,3.57
0.7,Ideal,J,VS1,62.2,56,1782,5.67,5.71,3.54
2.15,Ideal,J,VS1,60.9,55,15613,8.35,8.39,5.1
0.48,Ideal,J,VS1,62.2,54,861,5.01,5.06,3.13
0.37,Ideal,J,VS1,62.4,55,487,4.59,4.64,2.88
1.57,Ideal,J,VS1,62.1,54,9683,7.46,7.49,4.64
0.56,Fair,E,VVS2,57.3,60,2426,5.5,5.57,3.17
0.7,Fair,G,VVS2,65.3,61,2710,5.58,5.48,3.61
0.7,Fair,H,VVS2,64.5,65,2717,5.52,5.45,3.54
0.3,Good,D,VVS2,64.2,55,689,4.23,4.28,2.73
1,Good,E,VVS2,65.3,56,7226,6.19,6.24,4.06
0.4,Good,E,VVS2,58.5,60,1059,4.82,4.86,2.83
0.7,Good,E,VVS2,63.6,62,2858,5.61,5.58,3.56
0.73,Good,F,VVS2,59.5,61,3616,5.8,5.83,3.46
1.01,Good,F,VVS2,63.6,60,7059,6.36,6.31,4.03
0.51,Good,G,VVS2,63.7,54,1800,5.08,5.1,3.24
0.51,Good,G,VVS2,63.1,58,1875,5.07,5.11,3.21
1.4,Good,G,VVS2,63.4,59,11519,7.04,7.12,4.49
0.92,Good,G,VVS2,58.8,57,5390,6.32,6.37,3.73
0.32,Good,H,VVS2,63.4,56,645,4.34,4.37,2.76
0.7,Good,H,VVS2,60.5,62,2611,5.66,5.74,3.45
1.5,Good,I,VVS2,65.4,59,8732,7.09,7.14,4.65
0.9,Good,J,VVS2,57.4,61,3193,6.42,6.37,3.67
0.23,Very Good,D,VVS2,59.6,61,499,3.99,4.03,2.39
1.03,Very Good,D,VVS2,62.7,58,11677,6.39,6.43,4.02
0.29,Very Good,D,VVS2,59.1,61,600,4.33,4.37,2.57
0.23,Very Good,D,VVS2,63.5,58,485,3.86,3.89,2.46
0.38,Very Good,D,VVS2,63.8,57,1030,4.57,4.61,2.93
0.24,Very Good,D,VVS2,58.7,61,485,4.04,4.07,2.38
1.04,Very Good,D,VVS2,60.8,58,10130,6.49,6.53,3.96
0.72,Very Good,E,VVS2,62,58,3719,5.71,5.74,3.55
0.5,Very Good,E,VVS2,59.1,61,2106,5.19,5.23,3.08
0.28,Very Good,E,VVS2,59.8,57,642,4.28,4.32,2.57
0.7,Very Good,E,VVS2,60.7,56,3295,5.77,5.82,3.52
0.27,Very Good,E,VVS2,60.9,58,620,4.14,4.17,2.53
0.74,Very Good,E,VVS2,61.9,59,3616,5.74,5.77,3.56
0.23,Very Good,E,VVS2,60.6,55,478,4.02,4.07,2.45
0.7,Very Good,E,VVS2,61.5,58,3429,5.67,5.71,3.5
1,Very Good,E,VVS2,61.7,55,9324,6.38,6.42,3.95
0.23,Very Good,E,VVS2,61.3,57,505,3.97,4.02,2.45
0.27,Very Good,E,VVS2,61.9,58,575,4.1,4.14,2.55
0.51,Very Good,E,VVS2,61.3,55,2320,5.14,5.16,3.16
0.23,Very Good,E,VVS2,60.9,60,530,3.96,3.99,2.42
0.28,Very Good,E,VVS2,61.4,60,596,4.18,4.22,2.58
0.43,Very Good,E,VVS2,60.8,57,1245,4.89,4.92,2.98
0.23,Very Good,F,VVS2,59.7,58,530,4.02,4.06,2.41
0.23,Very Good,F,VVS2,61.9,59,530,3.94,3.97,2.45
0.29,Very Good,F,VVS2,60.2,58,664,4.29,4.35,2.6
0.26,Very Good,F,VVS2,59.2,60,554,4.19,4.22,2.49
0.77,Very Good,F,VVS2,63.5,59,3415,5.77,5.72,3.65
0.59,Very Good,F,VVS2,63.5,59,2302,5.28,5.3,3.36
0.28,Very Good,F,VVS2,61.1,57,707,4.24,4.27,2.6
0.4,Very Good,F,VVS2,62,56,1049,4.71,4.74,2.93
0.24,Very Good,F,VVS2,62.3,58,552,3.95,3.98,2.47
0.24,Very Good,F,VVS2,60.9,55,547,4.07,4.08,2.48
0.25,Very Good,F,VVS2,61.6,57,633,4.05,4.08,2.5
0.25,Very Good,F,VVS2,59.3,59,548,4.15,4.18,2.47
1.67,Very Good,G,VVS2,61.6,57,17028,7.61,7.69,4.71
0.8,Very Good,G,VVS2,62.5,56,4002,5.95,5.98,3.73
0.3,Very Good,G,VVS2,62.8,60,684,4.25,4.28,2.68
0.37,Very Good,G,VVS2,59.9,55,774,4.71,4.75,2.83
0.33,Very Good,G,VVS2,63,56,672,4.42,4.47,2.8
0.3,Very Good,G,VVS2,60.4,59,598,4.33,4.35,2.62
0.4,Very Good,G,VVS2,63.2,55,868,4.72,4.74,2.99
0.41,Very Good,G,VVS2,61.6,56,1007,4.76,4.78,2.94
1.51,Very Good,G,VVS2,63.6,57,13500,7.2,7.32,4.62
1.51,Very Good,G,VVS2,62.6,59,15110,7.26,7.3,4.56
0.26,Very Good,G,VVS2,62.2,56,426,4.08,4.1,2.54
1.08,Very Good,G,VVS2,63.1,56,7862,6.58,6.51,4.13
0.3,Very Good,G,VVS2,60.3,57,631,4.35,4.36,2.63
0.3,Very Good,G,VVS2,61.6,56,552,4.27,4.3,2.64
0.4,Very Good,G,VVS2,60.6,59,868,4.74,4.8,2.89
0.91,Very Good,H,VVS2,63.6,56,4143,6.11,6.13,3.89
1.35,Very Good,H,VVS2,63.1,56,8644,6.95,7.03,4.41
0.7,Very Good,H,VVS2,62.5,55,2558,5.65,5.68,3.54
0.63,Very Good,H,VVS2,63.2,60,1932,5.49,5.39,3.44
0.9,Very Good,H,VVS2,62.9,58,4186,6.1,6.15,3.85
0.32,Very Good,H,VVS2,62.1,58,645,4.34,4.39,2.71
0.24,Very Good,H,VVS2,60.7,58,432,4.04,4.07,2.46
1.2,Very Good,I,VVS2,61.7,63,5107,6.72,6.7,4.13
0.31,Very Good,I,VVS2,61.6,59,544,4.31,4.33,2.66
0.32,Very Good,I,VVS2,63,57,561,4.33,4.37,2.74
0.71,Very Good,I,VVS2,60.6,56,2586,5.82,5.77,3.51
0.33,Very Good,J,VVS2,62.1,56,499,4.44,4.45,2.76
0.23,Premium,D,VVS2,58.9,60,688,4.03,3.95,2.35
0.32,Premium,D,VVS2,61.5,60,926,4.37,4.41,2.7
0.33,Premium,D,VVS2,62.6,56,1002,4.47,4.44,2.79
1.01,Premium,D,VVS2,62.4,60,10221,6.31,6.36,3.95
1.01,Premium,D,VVS2,62.4,58,10927,6.44,6.39,4
0.6,Premium,E,VVS2,62.4,61,2393,5.36,5.31,3.33
0.51,Premium,E,VVS2,59.3,59,2419,5.25,5.17,3.09
0.23,Premium,E,VVS2,60.9,60,680,3.99,3.96,2.42
1.01,Premium,E,VVS2,61.8,59,9711,6.42,6.39,3.96
0.44,Premium,E,VVS2,60,59,1274,4.95,4.99,2.98
0.56,Premium,E,VVS2,59.2,56,2496,5.49,5.39,3.22
1.27,Premium,F,VVS2,61.3,60,11797,6.9,6.99,4.26
0.77,Premium,F,VVS2,60.5,56,3450,5.94,5.9,3.58
1.2,Premium,F,VVS2,62.8,60,10580,6.79,6.74,4.25
0.85,Premium,F,VVS2,61.2,60,4451,6.13,6.1,3.74
0.3,Premium,F,VVS2,61.6,58,945,4.35,4.28,2.66
0.41,Premium,F,VVS2,60.4,58,1192,4.84,4.8,2.91
0.5,Premium,F,VVS2,60.6,58,1814,5.2,5.1,3.12
0.3,Premium,G,VVS2,62,58,684,4.26,4.29,2.65
0.34,Premium,G,VVS2,61.4,59,995,4.52,4.47,2.76
1.18,Premium,G,VVS2,59.7,58,9537,6.94,6.9,4.13
0.32,Premium,G,VVS2,60.2,60,936,4.45,4.42,2.67
0.44,Premium,G,VVS2,61.3,60,1155,4.94,4.88,3.01
0.51,Premium,G,VVS2,61.7,58,1875,5.11,5.14,3.16
0.31,Premium,G,VVS2,61.8,58,707,4.32,4.36,2.68
0.4,Premium,G,VVS2,58.9,58,1050,4.84,4.8,2.84
0.37,Premium,G,VVS2,59.1,60,1082,4.71,4.69,2.78
1.01,Premium,G,VVS2,63,59,7366,6.38,6.25,3.98
0.58,Premium,G,VVS2,59.7,59,2095,5.45,5.4,3.24
1.18,Premium,G,VVS2,61.6,58,9137,6.77,6.8,4.18
0.34,Premium,G,VVS2,61.7,56,995,4.51,4.47,2.77
0.3,Premium,G,VVS2,61.9,59,684,4.25,4.28,2.64
0.61,Premium,H,VVS2,60.9,60,1752,5.47,5.5,3.34
0.71,Premium,H,VVS2,61.9,59,2498,5.73,5.7,3.54
0.3,Premium,H,VVS2,61,61,776,4.32,4.3,2.63
0.33,Premium,H,VVS2,62.4,60,854,4.42,4.39,2.75
0.31,Premium,H,VVS2,62.4,59,802,4.35,4.31,2.7
1.5,Premium,H,VVS2,62.9,59,11855,7.31,7.26,4.58
1.7,Premium,I,VVS2,61.8,61,11481,7.57,7.5,4.66
0.41,Premium,I,VVS2,62.1,58,1061,4.78,4.76,2.96
0.3,Premium,I,VVS2,61,60,675,4.36,4.3,2.64
0.32,Premium,I,VVS2,61.9,59,561,4.35,4.38,2.7
1.21,Premium,J,VVS2,60.8,60,5674,6.88,6.86,4.18
0.7,Premium,J,VVS2,61.9,58,1843,5.67,5.73,3.53
0.52,Ideal,D,VVS2,62,56,2426,5.14,5.18,3.2
0.7,Ideal,D,VVS2,61.3,56,5539,5.72,5.76,3.52
0.31,Ideal,D,VVS2,61.8,54,828,4.36,4.38,2.7
0.32,Ideal,D,VVS2,61.7,55,1014,4.42,4.39,2.72
0.4,Ideal,D,VVS2,62,56,1263,4.71,4.74,2.93
1.13,Ideal,D,VVS2,60.1,57,12150,6.78,6.83,4.09
1.11,Ideal,D,VVS2,63,57,12016,6.58,6.65,4.17
0.8,Ideal,D,VVS2,61.9,56,6004,5.91,5.95,3.67
0.39,Ideal,D,VVS2,60,56,1088,4.79,4.77,2.87
0.36,Ideal,D,VVS2,61.6,57,1042,4.56,4.59,2.82
0.56,Ideal,D,VVS2,61.7,58,2612,5.26,5.3,3.26
0.39,Ideal,D,VVS2,61.8,57,1290,4.71,4.67,2.9
0.33,Ideal,D,VVS2,60.9,57,955,4.46,4.48,2.72
0.54,Ideal,D,VVS2,61.2,55,2302,5.25,5.31,3.23
0.44,Ideal,E,VVS2,60.7,57,1334,4.92,4.9,2.98
0.3,Ideal,E,VVS2,61.1,55,837,4.34,4.37,2.66
0.3,Ideal,E,VVS2,61.4,56,949,4.33,4.37,2.67
0.38,Ideal,E,VVS2,61.6,55,1100,4.63,4.66,2.86
0.52,Ideal,E,VVS2,61.3,56,2675,5.18,5.2,3.18
0.27,Ideal,E,VVS2,61.8,57,622,4.12,4.16,2.56
0.3,Ideal,E,VVS2,61.5,58,766,4.29,4.3,2.64
0.27,Ideal,E,VVS2,62.5,57,622,4.1,4.13,2.57
0.3,Ideal,E,VVS2,60.8,57,742,4.33,4.35,2.64
0.41,Ideal,E,VVS2,61.6,56,1187,4.78,4.8,2.95
0.41,Ideal,E,VVS2,61.6,55,1363,4.81,4.84,2.97
0.37,Ideal,E,VVS2,62.2,56,1082,4.63,4.6,2.87
0.3,Ideal,E,VVS2,61.4,55,1053,4.34,4.36,2.67
0.59,Ideal,E,VVS2,62,55,2761,5.38,5.43,3.35
1.23,Ideal,E,VVS2,59.9,57,13034,6.95,7.03,4.19
0.3,Ideal,E,VVS2,61.3,54,837,4.34,4.37,2.67
0.71,Ideal,E,VVS2,61.2,57,4030,5.73,5.8,3.53
0.61,Ideal,E,VVS2,61.3,54,2823,5.51,5.59,3.4
1.04,Ideal,E,VVS2,62.9,55,10019,6.47,6.51,4.08
1.04,Ideal,E,VVS2,62.4,56,9897,6.51,6.47,4.05
0.47,Ideal,E,VVS2,61.6,56,2113,4.97,5.01,3.07
0.27,Ideal,E,VVS2,61.9,56,760,4.16,4.19,2.58
0.32,Ideal,E,VVS2,62.3,55,890,4.37,4.4,2.73
0.3,Ideal,E,VVS2,61.1,56,742,4.34,4.37,2.66
1.09,Ideal,E,VVS2,61.6,56,10314,6.6,6.64,4.08
0.27,Ideal,F,VVS2,62,55,760,4.14,4.16,2.57
0.6,Ideal,F,VVS2,63,55,2143,5.39,5.37,3.39
0.32,Ideal,F,VVS2,61.2,57,786,4.4,4.43,2.7
0.34,Ideal,F,VVS2,61.8,55,1003,4.46,4.51,2.77
0.62,Ideal,F,VVS2,61.4,56,3299,5.46,5.5,3.37
1,Ideal,F,VVS2,59.7,60,9014,6.48,6.52,3.88
0.36,Ideal,F,VVS2,61.4,56,817,4.58,4.61,2.82
0.23,Ideal,F,VVS2,62,56,530,3.92,3.98,2.45
1.28,Ideal,F,VVS2,62.2,56,12958,6.95,6.91,4.32
1.14,Ideal,F,VVS2,62.7,55,9316,6.7,6.6,4.17
0.4,Ideal,F,VVS2,62.4,57,1088,4.69,4.73,2.94
0.52,Ideal,F,VVS2,61.5,55,2092,5.17,5.21,3.19
1.06,Ideal,F,VVS2,62.1,57,8954,6.5,6.54,4.05
0.39,Ideal,F,VVS2,61.2,56,987,4.7,4.75,2.89
0.24,Ideal,F,VVS2,62.4,55,526,3.99,4.02,2.5
0.41,Ideal,F,VVS2,61.2,56,1115,4.78,4.8,2.93
0.31,Ideal,F,VVS2,61.2,56,761,4.37,4.39,2.68
0.58,Ideal,F,VVS2,61.9,56,2380,5.35,5.38,3.32
0.33,Ideal,F,VVS2,60.9,57,761,4.46,4.51,2.73
1,Ideal,F,VVS2,61.9,57,9354,6.47,6.42,3.99
0.42,Ideal,F,VVS2,61.1,57,1142,4.82,4.84,2.95
0.54,Ideal,F,VVS2,62.1,54,2180,5.24,5.26,3.26
0.41,Ideal,F,VVS2,61.2,56,1323,4.78,4.82,2.94
0.37,Ideal,F,VVS2,60.5,60,876,4.65,4.67,2.82
0.56,Ideal,F,VVS2,60.3,56,2318,5.39,5.35,3.24
1.25,Ideal,F,VVS2,61.8,57,13623,6.9,6.95,4.28
0.42,Ideal,G,VVS2,62.7,57,938,4.73,4.78,2.98
0.41,Ideal,G,VVS2,62.5,55,1076,4.76,4.75,2.97
0.32,Ideal,G,VVS2,61.9,57,936,4.41,4.38,2.72
0.3,Ideal,G,VVS2,60.6,57,878,4.35,4.33,2.63
0.36,Ideal,G,VVS2,62.3,56,821,4.53,4.56,2.83
1.26,Ideal,G,VVS2,60.7,56,10556,7.05,7.03,4.27
0.35,Ideal,G,VVS2,62.1,56,798,4.47,4.51,2.79
0.32,Ideal,G,VVS2,61.5,57,730,4.39,4.43,2.71
1.17,Ideal,G,VVS2,61.7,55,8947,6.74,6.77,4.17
0.32,Ideal,G,VVS2,61.2,56,730,4.41,4.42,2.7
0.34,Ideal,G,VVS2,61.9,57,995,4.48,4.44,2.76
0.59,Ideal,G,VVS2,61,57,2131,5.44,5.41,3.31
1.02,Ideal,G,VVS2,61.8,56,9286,6.42,6.46,3.98
0.56,Ideal,G,VVS2,62.6,53,2148,5.27,5.31,3.31
0.3,Ideal,G,VVS2,62.2,55,684,4.29,4.33,2.68
1.2,Ideal,G,VVS2,61,56,11530,6.86,6.88,4.19
0.52,Ideal,G,VVS2,61.8,57,1911,5.14,5.19,3.19
1,Ideal,G,VVS2,59.8,54,7885,6.58,6.54,3.92
0.3,Ideal,G,VVS2,60.9,57,684,4.32,4.35,2.64
0.52,Ideal,G,VVS2,62.1,57,1932,5.15,5.13,3.19
0.72,Ideal,G,VVS2,62,55,3352,5.72,5.76,3.56
0.25,Ideal,G,VVS2,61.9,55,525,4.07,4.1,2.53
0.3,Ideal,G,VVS2,62.7,57,878,4.32,4.26,2.69
0.33,Ideal,G,VVS2,61.6,54,730,4.44,4.49,2.75
0.45,Ideal,G,VVS2,61.8,57,1181,4.94,4.9,3.04
0.41,Ideal,G,VVS2,61.1,55,1007,4.8,4.83,2.94
0.53,Ideal,G,VVS2,62.6,56,1914,5.19,5.16,3.24
1.14,Ideal,G,VVS2,61,56,9013,6.74,6.76,4.12
0.3,Ideal,G,VVS2,61.1,58,638,4.33,4.35,2.65
0.4,Ideal,G,VVS2,61.6,56,931,4.76,4.79,2.94
0.54,Ideal,G,VVS2,61.4,55,1985,5.22,5.3,3.23
